T1,40
T2,40
T3,40
F1,25
F2,46
L1,10
L2,10
L3,10
L4,10
L5,5
L6,10
Q1,10
Q2,10
Q3,10
Q4,10
Q5,5
Q6,10
H1,20
H2,42
H3,40
H4,24
H5,33
H6,30
H7,29
H8,19
H9,21
H10,38
H11,30
H12,36
H13,32
H14,10
H15,39
