,Company,Major,City,State,Accept,CityState,lats,lons,County,DistFromRoseHulman,BearingFromRoseHulman
182,ANGIES LIST,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
183,APPARATUS,CPE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
184,APPARATUS,BE CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
185,APRIMO,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
186,CORNERSTONE CONTROLS,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
187,CORNERSTONE CONTROLS,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
188,BLACKBAUD,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
189,ALLEGIENT TECHNOLOGIES,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
190,RAYTHEON,CPE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
191,ALLEGIENT TECHNOLOGIES,CPE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
192,FREESCALE SEMI CONDUCTOR,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
193,CORNERSTONE CONTROLS,CHE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
194,GENERAL MOTORS,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
195,DIVERSIFIED SYSTEMS,CHE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
196,EDGILE,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
197,ELI LILLY,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
198,INDESIGN,CPE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
199,PERFORMANCE VALIDATION,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
200,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
201,ALLEGIENT TECHNOLOGIES,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
202,ACE TECHNOLOGY,EE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
203,ALLISON TRANSMISSION,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
204,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
205,THOMSON,CPE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
206,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
207,ALLISON TRANSMISSION,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
208,STANLEY SECURITY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
209,CORNERSTONE CONTROLS,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
210,CORNERSTONE CONTROLS,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
211,RAYTHEON,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
212,ELI LILLY,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
213,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
214,ST. JUDE MEDICAL,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
215,RW ARMSTRONG,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
216,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
217,GPD,CE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
218,REALMED CORPORATION,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
219,RAYTHEON,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
220,ACE TECHNOLOGY,CHE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
221,ELI LILLY,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
222,MOORE ENGINEERING,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
223,FARAH & SONS,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
224,INDIGO BIOSYSTEMS,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
225,HNTB CORPORATION,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
226,INDIGO BIOSYSTEMS,BE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
227,INDESIGN,CPE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
228,ALLEGIENT TECHNOLOGIES,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
229,INGREDION,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
230,RW ARMSTRONG,CE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
231,INGREDION,CHE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
232,INGREDION,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
233,ROLLS ROYCE,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
234,GE,BE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
235,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
236,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
237,INTERACTIONS CORP.,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
238,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
239,MD WESSLER & ASSOCIATES,CE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
240,MD WESSLER & ASSOCIATES,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
241,ENDRESS + HAUSER,CHE,Greenwood,IN,A,"('Greenwood', 'IN')",39.6136578,-86.10665259999999,Johnson,65.83000978427143,8.457910597345778
242,ENDRESS + HAUSER,BE,Greenwood,IN,A,"('Greenwood', 'IN')",39.6136578,-86.10665259999999,Johnson,65.83000978427143,8.457910597345778
243,HYDROGEAR,ME,Sullivan,IL,A,"('Sullivan', 'IL')",39.599479,-88.6078392,Moultrie,68.50243541658799,172.66767524776193
244,CATERPILLAR,ME,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
245,CATERPILLAR,ME,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
246,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
247,VECTREN ENERGY,CE,Lafayette,IN,R,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
248,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
249,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
250,CATERPILLAR,ME,Lafayette,IN,R,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
251,TATE AND LYLE,CHE,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe,69.0372614113871,69.7037426487126
252,TATE AND LYLE,CHE,West Lafayette,IN,A,"('West Lafayette', 'IN')",40.4258686,-86.90806549999999,Tippecanoe,69.04857755250164,71.22717285709983
253,BUTLER AMERICA,ME,West Lafayette,IN,O,"('West Lafayette', 'IN')",40.4258686,-86.90806549999999,Tippecanoe,69.04857755250164,71.22717285709983
254,FRITO LAY,ME,Frankfort,IN,O,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton,70.25882091662763,52.06325865095024
255,ARCHER DANIELS MIDLAND,CHE,Frankfort,IN,A,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton,70.25882091662763,52.06325865095024
256,FRITO LAY,ME,Frankfort,IN,R,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton,70.25882091662763,52.06325865095024
257,FRITO LAY,CHE,Frankfort,IN,A,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton,70.25882091662763,52.06325865095024
258,ARCHER DANIELS MIDLAND,ME,Frankfort,IN,A,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton,70.25882091662763,52.06325865095024
259,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
260,SOFTWARE ENGINEERING PROFESSIONALS,SE,Carmel,IN,R,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
261,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,R,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
262,SOFTWARE ENGINEERING PROFESSIONALS,SE,Carmel,IN,R,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
263,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
264,BLUE HORSESHOE SOLUTIONS,SE,Carmel,IN,R,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
265,DAJAC,CPE,Carmel,IN,O,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
266,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
267,SOFTWARE ENGINEERING PROFESSIONALS,SE,Carmel,IN,O,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
268,BLUE HORSESHOE SOLUTIONS,SE,Carmel,IN,R,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
269,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton,73.02381073463572,28.511206284442153
270,DAJAC,CPE,Westfield,IN,A,"('Westfield', 'IN')",40.0428151,-86.1274888,Hamilton,74.76926883187457,31.70927723916703
271,ORS INC,CPE,Fishers,IN,A,"('Fishers', 'IN')",39.9567548,-86.01335,Hamilton,77.33352835877467,25.6224438054186
272,ORS INC,CS,Fishers,IN,O,"('Fishers', 'IN')",39.9567548,-86.01335,Hamilton,77.33352835877467,25.6224438054186
273,FEXWARE INNOVATIO0N,EE,Fishers,IN,A,"('Fishers', 'IN')",39.9567548,-86.01335,Hamilton,77.33352835877467,25.6224438054186
274,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
275,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
276,CUMMINS,ME,Columbus,IN,O,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
277,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
278,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
279,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
280,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
281,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
282,CUMMINS,CPE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
283,CUMMINS,EE,Columbus,IN,O,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
284,STRAND ASSOCIATES,CHE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
285,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
286,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
287,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
288,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
289,PMG,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
290,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
291,CUMMINS,EE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
292,CUMMINS,EE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
293,FAURECIA EMISSIONS CONTROL TECHNOLOGIES,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
294,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
295,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
296,PMG,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
297,JANSSEN AND SPAANS ENGINEERING,CE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
298,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
299,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
300,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
301,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
302,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
303,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
304,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
305,LHP,CPE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
306,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew,77.68137681610904,-13.880214911081527
307,TOYOTA,ME,Princton,IN,O,"('Princton', 'IN')",38.3553236,-87.5675222,Gibson,78.68270601391076,-99.3766206794804
308,KNAUF INSULATION,CE,Shelbyville,IN,A,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby,82.83894393880506,2.480859978895256
309,KNAUF INSULATION,CHE,Shelbyville,IN,A,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby,82.83894393880506,2.480859978895256
310,DESIGN & ANALYSIS,ME,Hope,IN,O,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew,84.09646141592452,-7.808944243285867
311,DESIGN & ANALYSIS,ME,Hope,IN,O,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew,84.09646141592452,-7.808944243285867
312,CUMMINS,ME,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
313,VALEO SYLVANIA,ME,Seymour,IN,R,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
314,VALEO SYLVANIA,EE,Seymour,IN,O,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
315,VALEO SYLVANIA,EE,Seymour,IN,O,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
316,CUMMINS,ME,Seymour,IN,R,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
317,VALEO SYLVANIA,OE,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
318,VALEO SYLVANIA,OE,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
319,CUMMINS,ME,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson,85.03263128683642,-24.55235757877243
320,BLUE ARC ENGINEERING,ME,Greenfield,IN,O,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock,85.6631586712652,14.73837245276275
321,BASTIAN SOLUTIONS,ME,Greenfield,IN,R,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock,85.6631586712652,14.73837245276275
322,BLUE ARC ENGINEERING,ME,Greenfield,IN,A,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock,85.6631586712652,14.73837245276275
323,BLUE ARC ENGINEERING,ME,Greenfield,IN,A,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock,85.6631586712652,14.73837245276275
324,ALCOA,ME,Morristown,IN,R,"('Morristown', 'IN')",39.6733785,-85.69858820000002,Shelby,87.88934986061749,9.264932876270127
325,NEXT WAVE SYSTEMS,CPE,Salem,IN,R,"('Salem', 'IN')",38.6056131,-86.101089,Washington,89.40276740932993,-42.08072935435849
326,NEXT WAVE SYSTEMS,CS,Salem,IN,A,"('Salem', 'IN')",38.6056131,-86.101089,Washington,89.40276740932993,-42.08072935435849
327,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
328,GSI GROUP,CE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
329,ARCHER DANIELS MIDLAND,ME,Decatur,IL,O,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
330,ARCHER DANIELS MIDLAND,EE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
331,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
332,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
333,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
334,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
335,ARCHER DANIELS MIDLAND,EE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
336,TATE AND LYLE,CHE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
337,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon,89.84369616232202,163.39936313713287
338,REMY INTERNATIONAL,ME,Pendleton,IN,A,"('Pendleton', 'IN')",39.9975414,-85.7466439,Madison,91.39267205921651,23.529679923276312
339,GSI GROUP,ME,Assumption,IL,A,"('Assumption', 'IL')",39.5203188,-89.0489712,Christian,91.5869148133746,177.70506563177537
340,POLYMER SCIENCE,ME,Monticello,IN,O,"('Monticello', 'IN')",40.7453169,-86.7647343,White,92.35163644726846,71.29645599007925
341,DELPHI,ME,Kokomo,IN,R,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
342,DELPHI,ME EE,Kokomo,IN,A,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
343,DELPHI,CPE,Kokomo,IN,R,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
344,DELPHI,SE,Kokomo,IN,R,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
345,DELPHI,ME,Kokomo,IN,R,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
346,DELPHI,CPE,Kokomo,IN,R,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard,94.03504022956949,48.039522953587586
347,S&S STEEL,EE,Anderson,IN,O,"('Anderson', 'IN')",40.1053196,-85.6802541,Madison,97.63903342906715,26.778694195820822
348,HONDA MANUFACTURING OF INDIANA,ME,Greensburg,IN,R,"('Greensburg', 'IN')",39.3372722,-85.483581,Decatur,99.03848935576848,-5.117768904418467
349,HONDA MANUFACTURING OF INDIANA,ME,Greensburg,IN,A,"('Greensburg', 'IN')",39.3372722,-85.483581,Decatur,99.03848935576848,-5.117768904418467
350,ALCOA,ME,Evansville,IN,O,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh,104.94826867069986,-97.16053681237847
351,ALCOA,EE,Evansville,IN,R,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh,104.94826867069986,-97.16053681237847
352,PEABODY ENERGY,ME,Evansville,IN,A,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh,104.94826867069986,-97.16053681237847
353,ACCURIDE,ME,Evansville,IN,O,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh,104.94826867069986,-97.16053681237847
354,PEYTON TECHNICAL,EE,Cordyn,IN,A,"('Cordyn', 'IN')",38.2120121,-86.1219155,Harrison,109.04050617873996,-53.02106554745566
355,FPBH,CE,Mount Vernon,IN,O,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey,111.10040167106172,-106.05889475335016
356,BRISTOL MYERS SQUIBB,CHE,Mount Vernon,IN,A,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey,111.10040167106172,-106.05889475335016
357,BRISTOL MYERS SQUIBB,CHEM,Mount Vernon,IN,A,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey,111.10040167106172,-106.05889475335016
358,QUALITY EXECUTION,CHE,Mount Vernon,IN,A,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey,111.10040167106172,-106.05889475335016
359,QUALITY EXECUTION,CHE,Mount Vernon,IN,R,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey,111.10040167106172,-106.05889475335016
360,HILL ROM CO.,BE,Batesville,IN,A,"('Batesville', 'IN')",39.3000511,-85.222184,Ripley,113.20559667943664,-5.626074936407037
361,DOMTAR,CHE,Hawesville,KY,A,"('Hawesville', 'KY')",37.9000554,-86.754988,Hancock,113.41205124288925,-73.93881714755386
362,DELAWARE DYNAMICS,ME,Muncie,IN,R,"('Muncie', 'IN')",40.1933767,-85.3863599,Delaware,114.2610848552352,26.163385123997564
363,QUAKER CHEMCIAL,ME,Marion,IN,O,"('Marion', 'IN')",40.5583739,-85.6591442,Grant,115.58240869345698,40.648280384121115
364,GROTE INDUSTRIES,OE,Madison,IN,A,"('Madison', 'IN')",38.7358933,-85.37995769999999,Jefferson,116.4627032582991,-25.554460524155875
365,SUPERIOR OIL,CHE,Connersville,IN,O,"('Connersville', 'IN')",39.6411589,-85.1410748,Fayette,117.0957403644716,6.15506423553605
