,Company,Major,City,State,Accept,CityState,lats,lons,County,DistFromRoseHulman,BearingFromRoseHulman
96,EXACTTARGET,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
97,ELI LILLY,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
98,ELI LILLY,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
99,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
100,BECKMAN COULTER,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
101,BECKMAN COULTER,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
102,ANGEL LEARNING,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
103,AMERICAN STRUCTUREPOINT,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
104,ALLISON TRANSMISSION,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
105,ALLISON TRANSMISSION,CPE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
106,AIRCOM,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
107,PULMODYNE,BE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
108,BECKMAN COULTER,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
109,EXACTTARGET,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
110,RW ARMSTRONG,CE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
111,ORS INC,CHE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
112,ALLISON TRANSMISSION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
113,ELI LILLY,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
114,INDIANA DEPARTMENT OF EDUCATION,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
115,HNTB CORPORATION,CE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
116,TRIMEDX,BE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
117,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
118,GENERAL MOTORS,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
119,REALMED CORPORATION,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
120,ENERDEL,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
121,RAYTHEON,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
122,PERFORMANCE VALIDATION,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
123,ORR FELLOWSHIP,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
124,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
125,ELI LILLY,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
126,CORRADINO,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
127,EXACTTARGET,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
128,CORNERSTONE CONTROLS,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
129,ORS INC,CPE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
130,ATC ASSOCIATES,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
131,APRIMO,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
132,WYNRIGHT,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
133,BECKMAN COULTER,CPE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
134,HYDROGEAR,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
135,ANGIES LIST,EE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
136,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
137,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
138,MESSER CONSTRUCTION,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
139,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
140,INDESIGN,EE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
141,INDESIGN,CPE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
142,MOFFATT & NICHOL,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
143,MS CONSULTANTS INC.,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
144,BECKMAN COULTER,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
145,SYSTEC CONVEYORS,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
146,PERFORMANCE VALIDATION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
147,ELI LILLY,CHE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
148,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
149,BASTIAN SOLUTIONS,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
150,CYBERMETRIX,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
151,TINDERBOX,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
152,BECKMAN COULTER,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
153,BECKMAN COULTER,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
154,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
155,MESSER CONSTRUCTION,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
156,MAJOR TOOL AND MACHINE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
157,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
158,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
159,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
160,WEIHE ENGINEERING,CE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
161,MD WESSLER & ASSOCIATES,CE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
162,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
163,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
164,INDESIGN,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
165,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
166,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
167,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
168,ALLISON TRANSMISSION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
169,FAST DIAGNOSTICS,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
170,RAYTHEON,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
171,BECKMAN COULTER,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
172,EPSILEN,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
173,BLACKBOARD,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
174,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
175,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
176,CIVIL AND ENVIROMENTAL CONSULTANTS,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
177,PRECISION CHEMICAL,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
178,DIVERSIFIED SYSTEMS,ME,Indianapolis,IN,RESCINDED,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
179,DELIVERA,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
180,APPARATUS,CPE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
181,ALLISON TRANSMISSION,EE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion,65.47625370620044,18.08969650809829
