,Company,Major,City,State,Accept,CityState,lats,lons,County
470,BLACKBAUD,CS,Charleston,SC,O,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
471,BLUE ARC ENGINEERING,ME,Greenfield,IN,O,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock
472,CATERPILLAR,EE,Peoria,IL,O,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
473,CATERPILLAR,ME,Tucson,AZ,O,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
474,CUMMINS,EE,Columbus,IN,O,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
475,CYBERMETRIX,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
476,CYRUS SHANK,ME,Cicero,IL,O,"('Cicero', 'IL')",41.8455877,-87.7539448,Cook
477,DELL INNOVATIVE SYSTEMS,ME,Peoria,IL,O,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
478,DEPTARTMENT OF DEFENSE,CS,Fort Meade,MD,O,"('Fort Meade', 'MD')",39.1137602,-76.7267773,Anne Arundel
479,DESIGN & ANALYSIS,ME,Hope,IN,O,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew
480,DESIGN & ANALYSIS,ME,Hope,IN,O,"('Hope', 'IN')",39.3039397,-85.77137220000002,Bartholomew
481,DOUGLAS MACHINE,ME,Evansville,MN,O,"('Evansville', 'MN')",46.0041275,-95.682824,Douglas
482,ESM,ME,Amherst,NY,O,"('Amherst', 'NY')",42.9756133,-78.7914222,Erie
483,EXPLORYS,CS,Cleveland,OH,O,"('Cleveland', 'OH')",41.4994954,-81.6954088,Cuyahoga
484,FORD,ME,Sharonville,OH,O,"('Sharonville', 'OH')",39.2681136,-84.4132746,Hamilton
485,FPBH,CE,Mount Vernon,IN,O,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
486,GE,ME,Louisville,KY,O,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
487,GE,CS,Atlanta,GA,O,"('Atlanta', 'GA')",33.7489954,-84.3879824,Fulton
488,"GOODWYN, MILLS & CAEWOOD INC",EE,Montgomery,AL,O,"('Montgomery', 'AL')",32.3668052,-86.2999689,Montgomery
489,HALLIBURTON,CE,Muncie,PA,O,"('Muncie', 'PA')",41.2056373,-76.78551519999999,Lycoming
490,HALLIBURTON,CHE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
491,HOSPIRA,BE,Rocky Mt.,NC,O,"('Rocky Mt.', 'NC')",35.9382103,-77.7905339,Edgecombe
492,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
493,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
494,INTERACTIVE INTELLIGENCE,SE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
495,ITT,ME,Fort Wayne,IN,O,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
496,JW HICKS,ME,Merrillville,IN,O,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
497,MACAULAY BROWN,CPE,Dayton,OH,O,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
498,MICROSOFT,CS,Redmond,WA,O,"('Redmond', 'WA')",47.6739881,-122.121512,King
499,MICROSOFT,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.3320708,King
500,MICROSOFT,CS,Redmond,WA,O,"('Redmond', 'WA')",47.6739881,-122.121512,King
501,MIDWEST COMPLIANCE LABORATORIES,CHEM,Terre Haute,IN,O,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
502,OSHKOSH CORPORATION,ME,Osh Kosh,WI,O,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
503,QINETIQ NA,CPE,Reston,VA,O,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
504,RAYTHEON,SE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
505,RAYTHEON,SE,Fort Wayne,IN,O,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
506,SONY DADC,ME,Terre Haute,IN,O,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
507,VOGT POWER,ME,Louisville,KY,O,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
508,ACUITY LIGHTING,ME,Crawfordsville,IN,R,"('Crawfordsville', 'IN')",40.0411536,-86.87445160000001,Montgomery
509,ARCHER DANIELS MIDLAND,CHE,Peoria,IL,R,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
510,ARCELOR MITTAL,ME,Steelton,PA,R,"('Steelton', 'PA')",40.2353679,-76.84136130000002,Dauphin
511,ARCHER DANIELS MIDLAND,CHE,Peoria,IL,R,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
512,ARCHER DANIELS MIDLAND,CHE,Peoria,IL,R,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
513,ARCHER DANIELS MIDLAND,EE,Decatur,IL,R,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
514,BABCOCK & WILCOX,ME,Charlotte,NC,R,"('Charlotte', 'NC')",35.2270869,-80.8431267,Mecklenburg
515,BASTIAN SOLUTIONS,ME,St. Louis,MO,R,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
516,BECKMAN COULTER,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
517,BECKMAN COULTER,SE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
518,BEMIS,CHE,Neenau,WI,R,"('Neenau', 'WI')",44.1858193,-88.462609,Winnebago
519,BOSTIK,CHE,Temecula,CA,R,"('Temecula', 'CA')",33.4936391,-117.1483648,Riverside
520,CARGILL,CHE,Conover,IA,R,"('Conover', 'IA')",43.2163613,-91.89738249999999,Winneshiek
521,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
522,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
523,CUMMINS,EE,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
524,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
525,CUMMINS,ME,Columbus,IN,R,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
526,DELAWARE DYNAMICS,ME,Muncie,IN,R,"('Muncie', 'IN')",40.1933767,-85.3863599,Delaware
527,DOW CHEMICAL,CHE,Freeport,TX,R,"('Freeport', 'TX')",28.9541368,-95.35966169999999,Brazoria
528,ENOVA,SE,Chicago,IL,R,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
529,EPIC SYSTEMS,CHE,Madison,WI,R,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
530,EQUIPMENT TECHNOLOGIES,ME,Mooresville,IN,R,"('Mooresville', 'IN')",39.6128243,-86.37415999999999,Morgan
531,FORD,EE,Dearborn,MI,R,"('Dearborn', 'MI')",42.3222599,-83.17631449999999,Wayne
532,FRITO LAY,BE,Bakersfield,CA,R,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
533,GE,ME,Terre Haute,IN,R,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
534,GENERAL CABLE,CHE,Highland Heights,KY,R,"('Highland Heights', 'KY')",39.0331169,-84.4518854,Campbell
535,GREEN LEAF,ME,Fontanet,IN,R,"('Fontanet', 'IN')",39.57536990000001,-87.2434821,Vigo
536,HALLIBURTON,CHE,Williston,ND,R,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
537,HALLIBURTON,CHE,Williston,ND,R,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
538,HALLIBURTON,CE,Williston,ND,R,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
539,HNI CORP.,ME,Muscatine,IA,R,"('Muscatine', 'IA')",41.424473,-91.0432051,Muscatine
540,INDIANA DEPARTMENT OF TRANSPORTATION,CE,Laporte,IN,R,"('Laporte', 'IN')",41.611143,-86.7227195,Laporte
541,INTERACTIVE INTELLIGENCE,ME,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
542,INTERNATIONAL PAPER,CHE,Texarkana,AR,R,"('Texarkana', 'AR')",33.4417915,-94.0376881,Miller
543,INTERNATIONAL PAPER,ME,Valliant,OK,R,"('Valliant', 'OK')",34.0023293,-95.0938386,McCurtain
544,INTERNATIONAL PAPER,CHE,Texarkana,AR,R,"('Texarkana', 'AR')",33.4417915,-94.0376881,Miller
545,IRD BALANCING,ME,Louisville,KY,R,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
546,JANSSEN AND SPAANS ENGINEERING,CE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
547,LEXMARK,CS,Lexington,KY,R,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
548,LOUISVILLE GAS& ELECTRIC,ME,Louisville,KY,R,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
549,METRON,CS,Reston,VA,R,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
550,MICROSOFT,SE,Redmond,WA,R,"('Redmond', 'WA')",47.6739881,-122.121512,King
551,MITSUBA AMERICAN,ME,Monroeville,IN,R,"('Monroeville', 'IN')",40.9747705,-84.8682972,Allen
552,MTI,ME,South Bend,IN,R,"('South Bend', 'IN')",41.6763545,-86.25198979999999,St Joseph
553,NOVELIS,ME,Greensboro,GA,R,"('Greensboro', 'GA')",33.5756831,-83.18237890000002,Greene
554,QUALITY EXECUTION,CHE,Mount Vernon,IN,R,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
555,SCHLUMBERGER,ME,Westin,WV,R,"('Westin', 'WV')",39.0384274,-80.46731299999999,Lewis
556,SCHLUMBERGER,CHE,Midland,TX,R,"('Midland', 'TX')",31.9973456,-102.0779146,Midland
557,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
558,SIEMENS,ME,Orlando,FL,R,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
559,TRIMEDX,BE,Indianapolis,IN,R,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
560,HONEYWELL,CHE,Chicago,IL,R,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
561,HONEYWELL,CHE,Des Plaines,IL,R,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
562,VALDES ENGINEERING,CHE,Lombard,IL,R,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
563,VALEO SYLVANIA,ME,Seymour,IN,R,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
564,VECTREN ENERGY,CE,Lafayette,IN,R,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
565,"VESTA, INC",ME,Franklin,WI,R,"('Franklin', 'WI')",42.888627,-88.03841949999999,Milwaukee
566,ELI LILLY,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
567,HALLIBURTON,CE,Homer City,PA,O,"('Homer City', 'PA')",40.5434007,-79.16225659999999,Indiana
568,SCHLUMBERGER,CE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
569,WALSH CONSTRUCTION,CE,Cannonsburg,PA,O,"('Cannonsburg', 'PA')",40.2625702,-80.18727969999999,Washington
570,ALCOA,CHE,Whitehall,MI,A,"('Whitehall', 'MI')",43.4100107,-86.34867919999999,Muskegon
571,ALCOA,CE,Whitehall,MI,A,"('Whitehall', 'MI')",43.4100107,-86.34867919999999,Muskegon
572,ALLISON TRANSMISSION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
573,ALPHA TECH,CHE,Akron,OH,A,"('Akron', 'OH')",41.0814447,-81.51900529999999,Summit
574,AMAZON,SE,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.3320708,King
575,ARCELOR MITTAL,CE,Burns Harbor,IN,A,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
576,ARCELOR MITTAL,EE,Burns Harbor,IN,A,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
577,ARCELOR MITTAL,EE,Burns Harbor,IN,A,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
578,ARCELOR MITTAL,ME,Burns Harbor,IN,A,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
579,AVALON CONSULTING,SE,Austin,TX,A,"('Austin', 'TX')",30.267153,-97.7430608,Travis
580,BASTIAN SOLUTIONS,ME,St. Louis,IN,A,"('St. Louis', 'IN')",38.6270025,-90.19940419999999,US
581,BAXTER PHARM,CHE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
582,BETTIS LABS,ME,Pittsburgh,PA,A,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
583,BECKMAN COULTER,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
584,BLUE ARC ENGINEERING,ME,Greenfield,IN,A,"('Greenfield', 'IN')",39.785043,-85.7694226,Hancock
585,BOSTON SCIENTIFIC,BE,Spencer,IN,A,"('Spencer', 'IN')",39.2867117,-86.7625058,Owen
586,BOSTON SCIENTIFIC,ME,Spencer,IN,A,"('Spencer', 'IN')",39.2867117,-86.7625058,Owen
587,BRIGHTPOINT,ME,Doral,FL,A,"('Doral', 'FL')",25.8195424,-80.3553302,Miami-Dade
588,BRISTOL MYERS SQUIBB,CHE,Mount Vernon,IN,A,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
589,BRUNER CORPORATION,ME,Hillard,OH,A,"('Hillard', 'OH')",40.0333961,-83.1582451,Franklin
590,BURNS & MCDONNELL,CHE,Downers Grove,IL,A,"('Downers Grove', 'IL')",41.8089191,-88.01117459999999,Dupage
591,CATERPILLAR,EE,Peoria,IL,A,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
592,CATERPILLAR,ME,Peoria,IL,A,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
593,CATERPILLAR,ME,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
594,CHRYSLER,ME,Auburn Hills,MI,A,"('Auburn Hills', 'MI')",42.6875323,-83.2341028,Oakland
595,CHRYSLER,ME,Auburn Hills,MI,A,"('Auburn Hills', 'MI')",42.6875323,-83.2341028,Oakland
596,COOK MEDICAL,BE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
597,CUMMINS,ME,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
598,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
599,CUMMINS,EE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
600,CYAN OPTICS,ME,Petaluma,CA,A,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
601,CYAN OPTICS,SE,Petaluma,CA,A,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
602,CYAN OPTICS,SE,Petaluma,CA,A,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
603,DELIVERA,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
604,DOW CHEMICAL,CHE,Freeport,TX,A,"('Freeport', 'TX')",28.9541368,-95.35966169999999,Brazoria
605,DOW CHEMICAL,CHE,Midland,MI,A,"('Midland', 'MI')",43.6155825,-84.2472116,Midland
606,DRESSER,ME,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
607,ELI LILLY,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
608,ELI LILLY,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
609,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
610,ENERDEL,CHE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
611,ENOVA,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
612,EPIC SYSTEMS,BE,Madison,WI,A,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
613,EPIC SYSTEMS,CHE,Madison,WI,A,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
614,EXACTTARGET,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
615,EXXON MOBIL,ME,Baytown,TX,A,"('Baytown', 'TX')",29.7355047,-94.97742740000001,Harris
616,FAURECIA EMISSIONS CONTROL TECHNOLOGIES,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
617,GE,ME,Louisville,KY,A,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
618,GE,ME,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
619,GE,ME,Evandale,OH,A,"('Evandale', 'OH')",39.2561691,-84.417997,Hamilton
620,GE,ME,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
621,GE,ME,West Chester,OH,A,"('West Chester', 'OH')",39.0875777,-81.9226372,Meigs
622,GE,ME,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
623,GENECA,CS,Oakbrook Terrace,IL,A,"('Oakbrook Terrace', 'IL')",41.8500302,-87.96450770000001,Dupage
624,GENECA,SE,Oakbrook Terrace,IL,A,"('Oakbrook Terrace', 'IL')",41.8500302,-87.96450770000001,Dupage
625,GENERAL MOTORS,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
626,GRANGE INSURANCE,MA,Columbus,OH,A,"('Columbus', 'OH')",39.9611755,-82.99879419999999,Franklin
627,GREEN HILLS SOFTWARE,CS,Santa Barbara,CA,A,"('Santa Barbara', 'CA')",34.4208305,-119.6981901,Santa Barbara
628,HALLIBURTON,CE,Montgomery,PA,A,"('Montgomery', 'PA')",41.1703592,-76.8769076,Lycoming
629,HALLIBURTON,CE,Montgomery,PA,A,"('Montgomery', 'PA')",41.1703592,-76.8769076,Lycoming
630,HALLIBURTON,CHE,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
631,HALLIBURTON,ME,Kilgore,TX,A,"('Kilgore', 'TX')",32.3862619,-94.87577089999999,Gregg
632,HALLIBURTON,ME,Carmichaels,PA,A,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
633,HALLSTAR,CHE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
634,HONEYWELL,EP,Kansas City,KS,A,"('Kansas City', 'KS')",39.114053,-94.6274636,Wyandotte
635,IBM,EP,Burlington,VT,A,"('Burlington', 'VT')",44.4758825,-73.21207199999999,Chittenden
636,INFODYNAMICS,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
637,INTERNATIONAL PAPER,EE,Springfield,OR,A,"('Springfield', 'OR')",44.0462362,-123.0220289,Lane
638,INTERNATIONAL PAPER,ME,Texarkana,TX,A,"('Texarkana', 'TX')",33.425125,-94.04768820000001,Bowie
639,JW HICKS,ME,Merrillville,IN,A,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
640,LEXMARK,CPE,Lexington,KY,A,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
641,LEXMARK,CS,Lexington,KY,A,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
642,LEXMARK,ME,Lexington,KY,A,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
643,LGS INNOVATIONS,EE,Florham Park,NJ,A,"('Florham Park', 'NJ')",40.787878,-74.3882072,Morris
644,LOCKHEED MARTIN,ME,Orlando,FL,A,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
645,MACAULAY BROWN,ME,Dayton,OH,A,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
646,MEDIVATIVE TECHNOLOGIES,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
647,MEROM POWER PLANT,ME,Merom,IN,A,"('Merom', 'IN')",39.0564308,-87.5675234,Sullivan
648,MESSER CONSTRUCTION,CE,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
649,MICROCHIP,EE,Phoenix,AZ,A,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
650,MICROSOFT,CPE,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
651,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
652,MIT LINCOLN LABS,EE,Boston,MA,A,"('Boston', 'MA')",42.3584308,-71.0597732,Suffolk
653,MOBI,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
654,MOFFAT & NICHOL,CE,Norfolk,VA,A,"('Norfolk', 'VA')",36.8507689,-76.28587259999999,US
655,N ASK,SE,Denver,CO,A,"('Denver', 'CO')",39.737567,-104.9847179,Denver
656,NATIONAL INSTRUMENTS,BE,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
657,NATIONAL INSTRUMENTS,BE,Austin,TX,A,"('Austin', 'TX')",30.267153,-97.7430608,Travis
658,NAVISTAR,EE,Lyle,IL,A,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
659,NAVISTAR,ME,Lyle,IL,A,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
660,NAVISTAR,ME,Lyle,IL,A,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
661,NAVISTAR,ME,Lyle,IL,A,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
662,NORTHROP GRUMMAN,SE,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
663,OBTIVA,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
664,OPTIVER US LLC,BE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
665,OSHKOSH CORPORATION,ME,Osh Kosh,WI,A,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
666,OSHKOSH CORPORATION,ME,Osh Kosh,WI,A,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
667,P&G,CHEM,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
668,P&G,ME,Beckett Ridge,OH,A,"('Beckett Ridge', 'OH')",39.3470021,-84.43522039999999,Butler
669,PEABODY ENERGY,ME,Evansville,IN,A,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
670,PERFORMANCE VALIDATION,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
671,PEYTON TECHNICAL,EE,Cordyn,IN,A,"('Cordyn', 'IN')",38.2120121,-86.1219155,Harrison
672,PMG,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
673,POWER SYSTEMS MANUFACTURING,ME,Jupiter,FL,A,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
674,QRM,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
675,RAYTHEON,EP,Fort Wayne,IN,A,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
676,RAYTHEON,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
677,REMY INTERNATIONAL,ME,Pendleton,IN,A,"('Pendleton', 'IN')",39.9975414,-85.7466439,Madison
678,RICARDO,ME,Belleville,MI,A,"('Belleville', 'MI')",42.2047619,-83.4852133,Wayne
679,ROCKWELL COLLINS,CPE,Cedar Rapids,IA,A,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
680,ROCKWELL COLLINS,CPE,Cedar Rapids,IA,A,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
681,ROCKWELL COLLINS,EE,Cedar Rapids,IA,A,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
682,ROCKWELL COLLINS,SE,Cedar Rapids,MI,A,"('Cedar Rapids', 'MI')",43.05508589999999,-85.6095757,Kent
683,ROCKWELL COLLINS,EE,Cedar Rapids,IA,A,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
684,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
685,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
686,SCHLUMBERGER,EE,Denver,CO,A,"('Denver', 'CO')",39.737567,-104.9847179,Denver
687,SCHLUMBERGER,ME,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
688,SCHLUMBERGER,ME,Shreveport,LA,A,"('Shreveport', 'LA')",32.5251516,-93.7501789,Caddo
689,SCHLUMBERGER,ME,Denver,CO,A,"('Denver', 'CO')",39.737567,-104.9847179,Denver
690,SIEMENS,ME,Orlando,FL,A,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
691,SPX,CHE,Rochester,NY,A,"('Rochester', 'NY')",43.16103,-77.6109219,Monroe
692,STATE FARM,MA,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
693,TECHNIFAB,ME,Brazil,IN,A,"('Brazil', 'IN')",39.523652,-87.1250154,Clay
694,TEXAS INSTRUMENTS,CPE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
695,TEXAS INSTRUMENTS,CPE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
696,TEXAS INSTRUMENTS,EE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
697,TEXAS INSTRUMENTS,EE,Plano,TX,A,"('Plano', 'TX')",33.0198431,-96.6988856,Collin
698,TEXAS INSTRUMENTS,EE,Plano,TX,A,"('Plano', 'TX')",33.0198431,-96.6988856,Collin
699,TINDERBOX,SE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
700,TORNIER,BE,Warsaw,IN,A,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
701,TOYOTA,ME,Georgetown,KY,A,"('Georgetown', 'KY')",38.2097967,-84.55883109999999,Scott
702,VALDES ENGINEERING,CHE,Lombard,IL,A,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
703,VALDES ENGINEERING,CHE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
704,VALEO SYLVANIA,OE,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
705,WYNRIGHT,EE,Elk Grove Vlg,IL,A,"('Elk Grove Vlg', 'IL')",42.0039178,-87.9703461,Cook
706,ANAKAM IDENTITY SERVICES,CPE,Arlington,VA,O,"('Arlington', 'VA')",38.8799697,-77.1067698,Arlington
707,CUMMINS,ME,Columbus,IN,O,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
708,FRITO LAY,BE,Bakersfield,CA,O,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
