,Company,Major,City,State,Accept,CityState,lats,lons,County
236,RAYTHEON,CPE,Columbia,MD,O,"('Columbia', 'MD')",39.2037144,-76.86104619999999,Howard
237,RINCON RESEARCH CORPORATION,EE,Tucson,AZ,O,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
238,ROBERT DERECTOR ASSOCIATES,EE,New York City,NY,O,"('New York City', 'NY')",40.7143528,-74.00597309999999,US
239,ROCHE DIAGNOSTICS,BE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
240,ROCKWELL COLLINS,EE,Cedar Rapids,IA,O,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
241,ROLLS ROYCE,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
242,ROLLS ROYCE,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
243,ROLLS ROYCE,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
244,ROLLS ROYCE,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
245,ROLLS ROYCE,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
246,RSA,ME,St. Charles,IL,O,"('St. Charles', 'IL')",41.9141945,-88.3086867,Kane
247,S&S STEEL,EE,Anderson,IN,O,"('Anderson', 'IN')",40.1053196,-85.6802541,Madison
248,SAMTEC,ME,Owensboro,KY,O,"('Owensboro', 'KY')",37.7719074,-87.1111676,Daviess
249,SANDIA NATIONAL LABS,EE,Albuquerque,NM,O,"('Albuquerque', 'NM')",35.110703,-106.609991,Bernalillo
250,SCHLUMBERGER,CHE,Prudhoe Bay,AK,O,"('Prudhoe Bay', 'AK')",70.2556453,-148.3384293,North Slope
251,SCHLUMBERGER,CHE,Broussard,LA,O,"('Broussard', 'LA')",30.147146,-91.9612305,Lafayette
252,SCHLUMBERGER,ME,Lafayette,LA,O,"('Lafayette', 'LA')",30.2240897,-92.0198427,Lafayette
253,SEAGATE TECHNOLOGY,CS,Bloomington,MN,O,"('Bloomington', 'MN')",44.840798,-93.2982799,Hennepin
254,SEKISUI VOLTEK,ME,Coldwater,MI,O,"('Coldwater', 'MI')",41.9403263,-85.00052149999999,Branch
255,SENSIBLE SOLUTIONS AND TECH.,CS,Ellicott City,MD,O,"('Ellicott City', 'MD')",39.2673283,-76.7983067,Howard
256,SENSIBLE SOLUTIONS AND TECH.,CS,Ellicott City,MD,O,"('Ellicott City', 'MD')",39.2673283,-76.7983067,Howard
257,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
258,SOFTWARE ENGINEERING PROFESSIONALS,SE,Carmel,IN,O,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
259,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
260,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
261,SIEMENS,CE,Orlando,FL,O,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
262,SMITH AND BURGESS,CHE,Chicago,IL,O,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
263,SMUCKERS,ME,Bowling Green,KY,O,"('Bowling Green', 'KY')",36.9903199,-86.4436018,Warren
264,SOFTWARE ENGINEERING PROFESSIONALS,SE CS,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
265,SOUTHWEST RESEARCH INSTITUTE,EE,"San Antonio,",TX,O,"('San Antonio,', 'TX')",29.4241219,-98.49362819999999,Bexar
266,SOUTHWEST RESEARCH INSTITUTE,ME,"San Antonio,",TX,O,"('San Antonio,', 'TX')",29.4241219,-98.49362819999999,Bexar
267,ST. JUDE MEDICAL,ME,Plymouth,MN,O,"('Plymouth', 'MN')",45.0105194,-93.4555093,Hennepin
268,SUPERIOR OIL,CHE,Connersville,IN,O,"('Connersville', 'IN')",39.6411589,-85.1410748,Fayette
269,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
270,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
271,TATE AND LYLE,CHE,Lafayette,IN,O,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
272,TERADYNE,EE,Richardson,TX,O,"('Richardson', 'TX')",32.9481789,-96.7297205,Dallas
273,TERADYNE,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
274,TESLA MOTORS,ME,Palo Alto,CA,O,"('Palo Alto', 'CA')",37.4418834,-122.1430195,Santa Clara
275,TEXAS INSTRUMENTS,CHE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
276,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
277,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
278,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
279,TEXAS INSTRUMENTS,ME,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
280,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
281,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
282,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
283,TEXAS INSTRUMENTS,EE,Phoenix,AZ,O,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
284,TEXAS INSTRUMENTS,CHE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
285,TEXAS INSTRUMENTS,CPE,Phoenix,AZ,O,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
286,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
287,TEXAS INSTRUMENTS,EE,Phoenix,AZ,O,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
288,TEXAS INSTRUMENTS,PHY,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
289,TEXAS INSTRUMENTS,EE,Dallas,TX,O,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
290,TOYOTA,ME,Princton,IN,O,"('Princton', 'IN')",38.3553236,-87.5675222,Gibson
291,UNIVERSAL BEARINGS,ME,Bremen,IN,O,"('Bremen', 'IN')",41.44643600000001,-86.14805799999999,Marshall
292,HONEYWELL,CHE,Des Plaines,IL,O,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
293,HONEYWELL,CHE,Chicago,IL,O,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
294,HONEYWELL,CHE BE,Des Plaines,IL,O,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
295,US PATENT OFFICE,BE,Washington D.C.,,O,"('Washington D.C.', '')",38.90723089999999,-77.0364641,District of Columbia
296,VALEO SYLVANIA,EE,Seymour,IN,O,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
297,VALEO SYLVANIA,EE,Seymour,IN,O,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
298,VIASAT,CPE,San Diego,CA,O,"('San Diego', 'CA')",32.7153292,-117.1572551,San Diego
299,WALSH CONSTRUCTION,CE,Louisville,KY,O,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
300,WALSH CONSTRUCTION,CE,Louisville,KY,O,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
301,"WANG ENGINEERING, INC.",CE,Lombard,IL,O,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
302,WEIHE ENGINEERING,CE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
303,MD WESSLER & ASSOCIATES,CE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
304,WEST MONROE PARTNERS,CS,Chicago,IL,O,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
305,WHITE CONSTRUCTION,CE,Clinton,IN,O,"('Clinton', 'IN')",39.6569817,-87.3980741,Vermillion
306,WILLIAMS INTERNATIONAL,ME,Walled Lake,MI,O,"('Walled Lake', 'MI')",42.537811,-83.4810481,Oakland
307,XBY2,SE,Farmington Hills,MI,O,"('Farmington Hills', 'MI')",42.4989936,-83.3677168,Oakland
308,XBY2,CS,Farmington Hills,MI,O,"('Farmington Hills', 'MI')",42.4989936,-83.3677168,Oakland
309,XWIND,ME,Brownsburg,IN,O,"('Brownsburg', 'IN')",39.8433769,-86.39777350000001,Hendricks
310,ZIMMER,BE,Warsaw,IN,O,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
311,ZUKEN,EE,Westford,MA,O,"('Westford', 'MA')",42.5792583,-71.4378411,Middlesex
312,ZUKEN,EE,Westford,MA,O,"('Westford', 'MA')",42.5792583,-71.4378411,Middlesex
313,ARCHER DANIELS MIDLAND,CHE,Decatur,IL,A,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
314,ALLISON TRANSMISSION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
315,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.3320708,King
316,AMAZON,CS,Seattle,WA,A,"('Seattle', 'WA')",47.6062095,-122.3320708,King
317,AMERAN,CE,St. Louis,MO,A,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
318,APACHE CORPORATION,ME,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
319,ARCELOR MITTAL,ME,Burns Harbor,IN,A,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
320,ARGON NATIONAL LABS,ME,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
321,ARPAC,ME,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
322,ASCENDANT ENGINEERING,CPE,Austin,TX,A,"('Austin', 'TX')",30.267153,-97.7430608,Travis
323,BABCOCK & WILCOX,CHE,Charlotte,NC,A,"('Charlotte', 'NC')",35.2270869,-80.8431267,Mecklenburg
324,BAE SYSTEMS,EE,Fort Wayne,IN,A,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
325,BECKMAN COULTER,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
326,BLACKBAUD,SE,Charleston,SC,A,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
327,BLACKBAUD,CS,Charleston,SC,A,"('Charleston', 'SC')",32.7765656,-79.93092159999999,Charleston
328,BLACKBOARD,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
329,BOEING DEFENSE,ME,St. Louis,MO,A,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
330,BOSTIK,CHEM,Wauwatosa,WI,A,"('Wauwatosa', 'WI')",43.0494572,-88.0075875,Milwaukee
331,BOSTON SCIENTIFIC,BE,Spencer,IN,A,"('Spencer', 'IN')",39.2867117,-86.7625058,Owen
332,BOWEN ENGINEERING,CE,Baltimore,MD,A,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
333,BP,CHE,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
334,BURNS & MCDONNELL,EE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
335,BURNS & MCDONNELL,CHE,Kansas City,MO,A,"('Kansas City', 'MO')",39.0997265,-94.5785667,Jackson
336,CATERPILLAR,ME,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
337,CATERPILLAR,ME,Peoria,IL,A,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
338,CATERPILLAR,ME,Peoria,IL,A,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
339,CIVIL AND ENVIROMENTAL CONSULTANTS,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
340,CENTURION,CS,Alexandria,VA,A,"('Alexandria', 'VA')",38.8048355,-77.0469214,US
341,CHRYSLER,ME,Auburn Hills,MI,A,"('Auburn Hills', 'MI')",42.6875323,-83.2341028,Oakland
342,CONTINENTAL CARBONIC,CHE,Pekin,IL,A,"('Pekin', 'IL')",40.5675388,-89.640658,Tazewell
343,COOK MEDICAL,ME,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
344,COOK MEDICAL,BE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
345,COOK MEDICAL,CHE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
346,COOK MEDICAL,BE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
347,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
348,CUMMINS,EE,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
349,CUMMINS,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
350,DMC,ME,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
351,DOW CHEMICAL,CHE,Louisville,KY,A,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
352,DOW CHEMICAL,CHE,Deer Park,TX,A,"('Deer Park', 'TX')",29.7052284,-95.1238204,Harris
353,DWYER INSTRUMENTS,CHE,Michigan City,IN,A,"('Michigan City', 'IN')",41.70753939999999,-86.8950297,Laporte
354,EDGILE,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
355,ELI LILLY,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
356,ELI LILLY,BE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
357,ENDRESS + HAUSER,BE,Greenwood,IN,A,"('Greenwood', 'IN')",39.6136578,-86.10665259999999,Johnson
358,ENGIS CORP.,ME,"Wheeling,",IL,A,"('Wheeling,', 'IL')",42.1391927,-87.9289591,Cook
359,ENVIRON,CHE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
360,ENVIROX,BE,Champaign,IL,A,"('Champaign', 'IL')",40.1164204,-88.2433829,Champaign
361,EPIC SYSTEMS,CS,Madison,WI,A,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
362,EXACTTARGET,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
363,EXELON NUCLEAR,ME,Morris,IL,A,"('Morris', 'IL')",41.357254,-88.4211785,Grundy
364,FORD,EE,Dearborn,MI,A,"('Dearborn', 'MI')",42.3222599,-83.17631449999999,Wayne
365,GE,ME,Louisville,KY,A,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
366,GENTEX,ME,Zeeland,MI,A,"('Zeeland', 'MI')",42.8125246,-86.01865099999999,Ottawa
367,GREAT DANE TRAILERS,ME,Brazil,IN,A,"('Brazil', 'IN')",39.523652,-87.1250154,Clay
368,GROTE INDUSTRIES,OE,Madison,IN,A,"('Madison', 'IN')",38.7358933,-85.37995769999999,Jefferson
369,GROUPON,CS,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
370,GROUPON,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
371,GSI GROUP,ME,Assumption,IL,A,"('Assumption', 'IL')",39.5203188,-89.0489712,Christian
372,HALLIBURTON,CHE,Williston,ND,A,"('Williston', 'ND')",48.1469683,-103.6179745,Williams
373,HALLIBURTON,CHE,Brighton,CO,A,"('Brighton', 'CO')",39.9852617,-104.8205283,Adams
374,HALLIBURTON,CHE,Farmington,NM,A,"('Farmington', 'NM')",36.72805830000001,-108.2186856,San Juan
375,HALLIBURTON,CHE,Muncie,PA,A,"('Muncie', 'PA')",41.2056373,-76.78551519999999,Lycoming
376,HALLIBURTON,CHE,Brighton,CO,A,"('Brighton', 'CO')",39.9852617,-104.8205283,Adams
377,HALLIBURTON,EE,Cannonsburg,PA,A,"('Cannonsburg', 'PA')",40.2625702,-80.18727969999999,Washington
378,HALLIBURTON,CE,Carmichaels,PA,A,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
379,HALLIBURTON,CE,Carmichaels,PA,A,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
380,HALLIBURTON,CHE,Brighton,CO,A,"('Brighton', 'CO')",39.9852617,-104.8205283,Adams
381,HONEYWELL,EE,Coon Rapids,MN,A,"('Coon Rapids', 'MN')",45.1732394,-93.30300629999999,Anoka
382,HONEYWELL,CHE,Des Plaines,IL,A,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
383,HOSPIRA,BE,Rocky Mt.,NC,A,"('Rocky Mt.', 'NC')",35.9382103,-77.7905339,Edgecombe
384,HOSPIRA,BE,Rocky Mt.,NC,A,"('Rocky Mt.', 'NC')",35.9382103,-77.7905339,Edgecombe
385,HYDROGEAR,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
386,INFRASTRUCTURE,CE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
387,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
388,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
389,INTERACTIVE INTELLIGENCE,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
390,INTERNATIONAL PAPER,CHE,Georgetown,SC,A,"('Georgetown', 'SC')",33.376834,-79.2944964,Georgetown
391,KCURA,CS,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
392,KIMLEY HORN,CE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
393,KNAUF INSULATION,CE,Shelbyville,IN,A,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby
394,KNAUF INSULATION,CHE,Shelbyville,IN,A,"('Shelbyville', 'IN')",39.5214373,-85.7769238,Shelby
395,KTC,ME,Kanazawa,JAPAN,A,"('Kanazawa', 'JAPAN')",36.56132540000001,136.6562051,JP
396,MACAULAY BROWN,CPE,Dayton,OH,A,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
397,MARATHON OIL,CHE,Catlettsburg,KY,A,"('Catlettsburg', 'KY')",38.4048042,-82.60043689999999,Boyd
398,MESSER CONSTRUCTION,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
399,METRON,CS,Reston,VA,A,"('Reston', 'VA')",38.9586307,-77.35700279999999,Fairfax
400,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
401,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
402,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
403,MICROSOFT,CS,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
404,MICROSOFT,SE,Redmond,WA,A,"('Redmond', 'WA')",47.6739881,-122.121512,King
405,MOFFATT & NICHOL,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
406,MS CONSULTANTS INC.,CE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
407,NICEPAK,ME,Mooresville,IN,A,"('Mooresville', 'IN')",39.6128243,-86.37415999999999,Morgan
408,NOVELIS,CHE,Fremont,WV,A,"('Fremont', 'WV')",40.0216713,-80.7003072,Marshall
409,NRK INC.,EE,Terre Haute,IN,A,"('Terre Haute', 'IN')",39.4667034,-87.41390919999999,Vigo
410,CRANE,ME,Crane,IN,A,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
411,O I,CHE,Perrysburg,OH,A,"('Perrysburg', 'OH')",41.556996,-83.627157,Wood
412,PARAMETRIC SOLUTIONS,ME,Orlando,FL,A,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
413,PARAMETRIC SOLUTIONS,ME,Jupiter,FL,A,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
414,PERFORMANCE VALIDATION,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
415,PHILIPS LIGHTING,OE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
416,PMG,ME,Columbus,IN,A,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
417,POINT BEACH NUCLEAR PLANT,ME,Point Beach,WI,A,"('Point Beach', 'WI')",44.1999304,-87.52816469999999,Door
418,POLLARD BANKNOTE,ME,Ipsilanti,MI,A,"('Ipsilanti', 'MI')",42.2411499,-83.61299389999999,Washtenaw
419,PRIMERA,CE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
420,QUALITY EXECUTION,CHE,Mount Vernon,IN,A,"('Mount Vernon', 'IN')",37.9322662,-87.8950267,Posey
421,RAYTHEON,CS,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
422,RESEARCH IN MOTION,SE,Chicago,IL,A,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
423,ROLL FORMING CORPORATION,ME,Shelbyville,KY,A,"('Shelbyville', 'KY')",38.2120144,-85.2235666,Shelby
424,ROLLS ROYCE,ME,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
425,SCHLUMBERGER,ME,Westin,WV,A,"('Westin', 'WV')",39.0384274,-80.46731299999999,Lewis
426,SCHLUMBERGER,ME,Prudhoe Bay,AK,A,"('Prudhoe Bay', 'AK')",70.2556453,-148.3384293,North Slope
427,SCHLUMBERGER,CHE,New Iberia,LA,A,"('New Iberia', 'LA')",30.0035365,-91.81872849999999,Iberia
428,SCHLUMBERGER,CHE,Midland,TX,A,"('Midland', 'TX')",31.9973456,-102.0779146,Midland
429,SCHLUMBERGER,ME,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
430,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
431,SOFTWARE ENGINEERING PROFESSIONALS,CS,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
432,SOFTWARE ENGINEERING PROFESSIONALS,CS,Carmel,IN,A,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
433,SHELL,ME,Houston,TX,A,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
434,SOGETTI,SE,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
435,SOLAR TURBINES,ME,San Diego,CA,A,"('San Diego', 'CA')",32.7153292,-117.1572551,San Diego
436,SOUTHWEST RESEARCH INSTITUTE,ME,San Antonio,TX,A,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
437,ST. JUDE MEDICAL,BE,Minneapolis,MN,A,"('Minneapolis', 'MN')",44.983334,-93.26666999999999,Hennepin
438,SYSTEC CONVEYORS,EE,Indianapolis,IN,A,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
439,TATE AND LYLE,CHE,Lafayette,IN,A,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
440,TATE AND LYLE,CHE,West Lafayette,IN,A,"('West Lafayette', 'IN')",40.4258686,-86.90806549999999,Tippecanoe
441,TEXAS INSTRUMENTS,EE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
442,TEXAS INSTRUMENTS,EE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
443,TEXAS INSTRUMENTS,EE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
444,TEXAS INSTRUMENTS,CPE,Dallas,TX,A,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
445,THERMA TRON X,CHE,Sturgeon Bay,WI,A,"('Sturgeon Bay', 'WI')",44.8341639,-87.3770419,Door
446,TOYOTA,ME,San Antonio,TX,A,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
447,TOYOTA,ME,Erlanger,KY,A,"('Erlanger', 'KY')",39.0167275,-84.60077729999999,Kenton
448,TRW AUTOMOTIVE,ME,Marshall,IL,A,"('Marshall', 'IL')",39.3914252,-87.6936384,Clark
449,HONEYWELL,CHE,Des Plaines,IL,A,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
450,HONEYWELL,CHE,Des Plaines,IL,A,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
451,HONEYWELL,CHE,Des Plaines,IL,A,"('Des Plaines', 'IL')",42.0333623,-87.88339909999999,Cook
452,VALEO SYLVANIA,OE,Seymour,IN,A,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
453,VECTREN ENERGY,CE,Bloomington,IN,A,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
454,WALSH CONSTRUCTION,CE,Pittsburgh,PA,A,"('Pittsburgh', 'PA')",40.44062479999999,-79.9958864,Allegheny
455,ARCADIS,CE,Chattanooga,TN,A,"('Chattanooga', 'TN')",35.0456297,-85.3096801,Hamilton
456,ACCURIDE,ME,Evansville,IN,O,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
457,ALCOA,ME,Evansville,IN,O,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
458,AMAZON,CPE,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.3320708,King
459,AMAZON,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.3320708,King
460,AMAZON,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.3320708,King
461,AMAZON,CS,Seattle,WA,O,"('Seattle', 'WA')",47.6062095,-122.3320708,King
462,ANGIES LIST,EE,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
463,APACHE CORPORATION,ME,Houston,TX,O,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
464,ARCELOR MITTAL,ME,Burns Harbor,IN,O,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
465,ARCELOR MITTAL,CPE,Burns Harbor,IN,O,"('Burns Harbor', 'IN')",41.6258708,-87.1333676,Porter
466,BABCOCK & WILCOX,ME,Charlotte,NC,O,"('Charlotte', 'NC')",35.2270869,-80.8431267,Mecklenburg
467,BAE SYSTEMS,EE,Fort Wayne,IN,O,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
468,BASTIAN SOLUTIONS,CPE,St. Louis,MO,O,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
469,BASTIAN SOLUTIONS,ME,Indianapolis,IN,O,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
