,Company,Major,City,State,Accept,StateCity,lats,lons,DistFromRoseHulman,BearingFromRoseHulman
0,MIDWEST COMPLIANCE,CHEM,Terre Haute,IN,O,"('Terre Haute', 'IN')",39.4667034,-87.41390919999998,4.522328778260515,-168.45126607205916
1,MIDWEST COMPLIANCE LABORATORIES,CHEM,Terre Haute,IN,O,"('Terre Haute', 'IN')",39.4667034,-87.41390919999998,4.522328778260515,-168.45126607205916
2,BRISTOL MYERS SQUIBB,CHEM,Mt. Vernon,IN,A,"('Mt. Vernon', 'IN')",37.9322662,-87.8950267,111.10040167106173,-106.05889475335016
3,P&G,CHEM,Cincinnati,OH,A,"('Cincinnati', 'OH')",39.103118200000004,-84.5120196,152.85814127796968,-8.90309005641693
4,BOSTIK,CHEM,Milwaukee,WI,A,"('Milwaukee', 'WI')",43.0389025,-87.9064736,247.56079858870999,96.7440332624216
5,BOSTIK,CHEM,Wauwatosa,WI,A,"('Wauwatosa', 'WI')",43.049457200000006,-88.0075875,248.9693483341148,97.88907584682528
