,City,State,Major,Salary,CityState,lats,lons,County
569,Peoria,IL,EE,62700,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
570,Peoria,IL,ME,62000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
571,Peoria,IL,ME,63000,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
572,Lafayette,IN,ME,61800,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
573,Lafayette,IN,ME,62700,"('Lafayette', 'IN')",40.4167022,-86.87528689999999,Tippecanoe
574,Auburn Hills,MI,ME,61000,"('Auburn Hills', 'MI')",42.6875323,-83.2341028,Oakland
575,Bloomington,IN,BE,55000,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
576,Columbus,IN,EE,70000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
577,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
578,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
579,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
580,Seymour,IN,ME,60000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
581,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
582,Columbus,IN,ME,60500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
583,Columbus,IN,ME,65000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
584,Columbus,IN,EE,61000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
585,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
586,Petaluma,CA,SE,81000,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
587,Petaluma,CA,SE,81000,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
588,Indianapolis,IN,CS,55500,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
589,Kokomo,IN,ME,63000,"('Kokomo', 'IN')",40.486427,-86.13360329999999,Howard
590,Freeport,TX,CHE,66000,"('Freeport', 'TX')",28.9541368,-95.35966169999999,Brazoria
591,Midland,MI,CHE,63000,"('Midland', 'MI')",43.6155825,-84.2472116,Midland
592,Chicago,IL,ME,59500,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
593,Indianapolis,IN,CHE,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
594,Indianapolis,IN,CHE,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
595,Clinton,IN,CHE,60999,"('Clinton', 'IN')",39.6569817,-87.3980741,Vermillion
596,Indianapolis,IN,CHE,60999,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
597,Indianapolis,IN,ME,60999,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
598,Indianapolis,IN,CHE,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
599,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
600,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
601,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
602,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
603,Verona,WI,BE,58000,"('Verona', 'WI')",42.990831,-89.53317729999999,Dane
604,Madison,WI,BE,60000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
605,Madison,WI,BE,56000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
606,Madison,WI,BE,62000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
607,Madison,WI,CS,70000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
608,Madison,WI,ME,60000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
609,Indianapolis,IN,SE,51000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
610,Baytown,TX,ME,89000,"('Baytown', 'TX')",29.7355047,-94.97742740000001,Harris
611,Columbus,IN,ME,60000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
612,Bakersfield,CA,BE,65000,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
613,Frankfort,IN,ME,57500,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton
614,Cincinnati,OH,ME,62250,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
615,Evandale,OH,ME,62250,"('Evandale', 'OH')",39.2561691,-84.417997,Hamilton
616,Cincinnati,OH,ME,60000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
617,West Chester,OH,ME,61250,"('West Chester', 'OH')",39.0875777,-81.9226372,Meigs
618,Cincinnati,OH,ME,61250,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
619,Oakbrook Terrace,IL,CS,70000,"('Oakbrook Terrace', 'IL')",41.8500302,-87.96450770000001,Dupage
620,Oakbrook Terrace,IL,SE,70000,"('Oakbrook Terrace', 'IL')",41.8500302,-87.96450770000001,Dupage
621,Chicago,IL,SE,70000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
622,Columbus,OH,MA,54000,"('Columbus', 'OH')",39.9611755,-82.99879419999999,Franklin
623,Santa Barbara,CA,CS,91000,"('Santa Barbara', 'CA')",34.4208305,-119.6981901,Santa Barbara
624,Montgomery,PA,CE,56000,"('Montgomery', 'PA')",41.1703592,-76.8769076,Lycoming
625,Houston,TX,CHE,62000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
626,Carmichaels,PA,EE,50400,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
627,Kilgore,TX,ME,56400,"('Kilgore', 'TX')",32.3862619,-94.87577089999999,Gregg
628,Carmichaels,PA,ME,50400,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
629,Chicago,IL,CHE,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
630,Phoenix,AZ,CE,50400,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
631,Kansas City,KS,EP,62400,"('Kansas City', 'KS')",39.114053,-94.6274636,Wyandotte
632,Burlington,VT,EP,65000,"('Burlington', 'VT')",44.4758825,-73.21207199999999,Chittenden
633,Indianapolis,IN,CPE,68000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
634,Indianapolis,IN,CS,56520,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
635,Houston,TX,CHE,57000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
636,Indianapolis,IN,CS,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
637,Springfield,OR,EE,62000,"('Springfield', 'OR')",44.0462362,-123.0220289,Lane
638,Portland,OR,EE,62500,"('Portland', 'OR')",45.5234515,-122.6762071,Multnomah
639,Texarkana,TX,ME,67000,"('Texarkana', 'TX')",33.425125,-94.04768820000001,Bowie
640,Merrillville,IN,ME,53500,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
641,Merrillville,IN,ME,53500,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
642,Lexington,KY,CPE,57600,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
643,Lexington,KY,CS,68000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
644,Lexington,KY,ME,63000,"('Lexington', 'KY')",38.0405837,-84.5037164,Fayette
645,Columbus,IN,CPE,57500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
646,Orlando,FL,ME,51000,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
647,Dayton,OH,ME,65000,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
648,Indianapolis,IN,BE,42240,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
649,Cincinnati,OH,CE,48500,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
650,Phoenix,AZ,EE,57000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
651,Redmond,WA,CPE,93500,"('Redmond', 'WA')",47.6739881,-122.121512,King
652,Petaluma,CA,CS,81000,"('Petaluma', 'CA')",38.232417,-122.6366524,Sonoma
653,Redmond,WA,SE,81000,"('Redmond', 'WA')",47.6739881,-122.121512,King
654,Indianapolis,IN,CS,42000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
655,Norfolk,VA,CE,54000,"('Norfolk', 'VA')",36.8507689,-76.28587259999999,US
656,Dayton,OH,EE,54000,"('Dayton', 'OH')",39.7589478,-84.1916069,Montgomery
657,Denver,CO,SE,96000,"('Denver', 'CO')",39.737567,-104.9847179,Denver
658,Houston,TX,BE,58000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
659,Austin,TX,BE,60000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
660,Austin,TX,CS,70000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
661,Austin,TX,ME,58000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
662,Austin,TX,BE,60000,"('Austin', 'TX')",30.267153,-97.7430608,Travis
663,Lyle,IL,EE,65000,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
664,Lyle,IL,ME,60000,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
665,Lyle,IL,ME,60000,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
666,Lyle,IL,ME,62000,"('Lyle', 'IL')",41.801141,-88.0747875,Dupage
667,Warrenville,IL,ME,60000,"('Warrenville', 'IL')",41.81780699999999,-88.17340209999999,Dupage
668,Cincinnati,OH,SE,62000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
669,Baltimore,MD,EE,64000,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
670,St. Charles,IL,ME,56500,"('St. Charles', 'IL')",41.9141945,-88.3086867,Kane
671,Chicago,IL,BE,85000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
672,Indianapolis,IN,CPE,58000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
673,Warsaw,IN,BE,50000,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
674,Osh Kosh,WI,ME,60000,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
675,Osh Kosh,WI,ME,61000,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
676,Cincinnati,OH,CHEM,48500,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
677,Beckett Ridge,OH,ME,64000,"('Beckett Ridge', 'OH')",39.3470021,-84.43522039999999,Butler
678,Evansville,IN,ME,62000,"('Evansville', 'IN')",37.9715592,-87.5710898,Vanderburgh
679,Warsaw,IN,BE,50000,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
680,Cordyn,IN,EE,63000,"('Cordyn', 'IN')",38.2120121,-86.1219155,Harrison
681,Columbus,IN,ME,50000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
682,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
683,Cleveland,OH,SE,55000,"('Cleveland', 'OH')",41.4994954,-81.6954088,Cuyahoga
684,Chicago,IL,SE,65000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
685,Chicago,IL,SE,75000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
686,Fort Wayne,IN,EP,60326,"('Fort Wayne', 'IN')",41.079273,-85.1393513,Allen
687,Indianapolis,IN,SE,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
688,Pendleton,IN,ME,60000,"('Pendleton', 'IN')",39.9975414,-85.7466439,Madison
689,Belleville,MI,ME,60000,"('Belleville', 'MI')",42.2047619,-83.4852133,Wayne
690,Cedar Rapids,IA,CPE,66000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
691,Cedar Rapids,IA,CPE,62000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
692,Cedar Rapids,MI,CPE,60000,"('Cedar Rapids', 'MI')",43.05508589999999,-85.6095757,Kent
693,Cedar Rapids,IA,EE,62000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
694,Cedar Rapids,MI,SE,62000,"('Cedar Rapids', 'MI')",43.05508589999999,-85.6095757,Kent
695,Cedar Rapids,IA,EE,62000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
696,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
697,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
698,Denver,CO,EE,70000,"('Denver', 'CO')",39.737567,-104.9847179,Denver
699,Houston,TX,ME,58000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
700,Shreveport,LA,ME,65000,"('Shreveport', 'LA')",32.5251516,-93.7501789,Caddo
701,Denver,CO,ME,70000,"('Denver', 'CO')",39.737567,-104.9847179,Denver
702,Bedford,IN,CPE,63000,"('Bedford', 'IN')",38.8611619,-86.4872149,Lawrence
703,Valley Forge,PA,EE,66800,"('Valley Forge', 'PA')",40.0862408,-75.4515302,Chester
704,Orlando,FL,ME,56000,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
705,Sandiego,CA,ME,64000,"('Sandiego', 'CA')",32.7153292,-117.1572551,San Diego
706,Rochester,NY,CHE,60000,"('Rochester', 'NY')",43.16103,-77.6109219,Monroe
707,Bloomington,IN,MA,52000,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
708,San Antonio,TX,CS,60000,"('San Antonio', 'TX')",29.4241219,-98.49362819999999,Bexar
709,Brazil,IN,ME,57500,"('Brazil', 'IN')",39.523652,-87.1250154,Clay
710,Dallas,TX,CPE,66500,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
711,Dallas,TX,CPE,66000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
712,Plano,TX,EE,67008,"('Plano', 'TX')",33.0198431,-96.6988856,Collin
713,Indianapolis,IN,SE,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
714,Warsaw,IN,BE,58000,"('Warsaw', 'IN')",41.2381,-85.8530469,Kosciusko
715,Georgetown,KY,ME,60000,"('Georgetown', 'KY')",38.2097967,-84.55883109999999,Scott
716,Lombard,IL,CHE,65000,"('Lombard', 'IL')",41.8800296,-88.00784349999999,Dupage
717,Chicago,IL,CHE,60000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
718,Seymour,IN,OE,65000,"('Seymour', 'IN')",38.9592201,-85.8902547,Jackson
719,Indianapolis,IN,ME,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
720,Chicago,IL,CPE,54000,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
721,Chattanooga,TN,CHE,63000,"('Chattanooga', 'TN')",35.0456297,-85.3096801,Hamilton
722,Morristown,TN,CHE,62000,"('Morristown', 'TN')",36.2139814,-83.29489219999999,Hamblen
723,Murpheesboro,TN,ME,60000,"('Murpheesboro', 'TN')",35.8456213,-86.39027,Rutherford
724,Dover,NJ,ME,60000,"('Dover', 'NJ')",40.883988,-74.5621025,Morris
725,Whitehall,MI,ME,65000,"('Whitehall', 'MI')",43.4100107,-86.34867919999999,Muskegon
726,Wichita Falls,TX,ME,60000,"('Wichita Falls', 'TX')",33.9137085,-98.4933873,Wichita
727,Laporte,IN,ME,60000,"('Laporte', 'IN')",41.611143,-86.7227195,Laporte
728,Whitehall,MI,ME,65000,"('Whitehall', 'MI')",43.4100107,-86.34867919999999,Muskegon
729,Whitehall,MI,CHE,66000,"('Whitehall', 'MI')",43.4100107,-86.34867919999999,Muskegon
730,Indianapolis,IN,CS,58000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
731,Frankfort,IN,CHE,63000,"('Frankfort', 'IN')",40.2794809,-86.5108355,Clinton
732,Clinton,IA,CHE,63000,"('Clinton', 'IA')",41.8444735,-90.1887379,Clinton
733,Indianapolis,IN,CE,47000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
734,Burleson,TX,ME,61000,"('Burleson', 'TX')",32.5420821,-97.3208492,Johnson
735,St. Louis,MO,ME,55000,"('St. Louis', 'MO')",38.6270025,-90.19940419999999,St Louis
736,Cincinnati,OH,ME,48000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
737,Indianapolis,IN,ME,47840,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
738,Osh Kosh,WI,CHE,63000,"('Osh Kosh', 'WI')",44.0247062,-88.5426136,Winnebago
739,St. Paul,MN,ME,59280,"('St. Paul', 'MN')",44.9537029,-93.0899578,Ramsey
740,Peoria,IL,ME,61800,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
741,Peoria,IL,ME,60132,"('Peoria', 'IL')",40.6936488,-89.5889864,Peoria
742,Research Triangle Park,NC,CPE,63750,"('Research Triangle Park', 'NC')",35.8991678,-78.86364019999999,Durham
743,Raleigh,NC,CPE,62000,"('Raleigh', 'NC')",35.7795897,-78.6381787,Wake
744,Colorado Springs,CO,CHE,66000,"('Colorado Springs', 'CO')",38.8338816,-104.8213634,El Paso
745,Louisville,KY,CS,62500,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
746,Louisville,KY,SE,62000,"('Louisville', 'KY')",38.2526647,-85.7584557,Jefferson
747,Houston,TX,CHE,80400,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
748,Indianapolis,IN,CHE,62400,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
749,Indianapolis,IN,CE,50000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
750,Columbus,IN,ME,58500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
751,Columbus,IN,ME,58500,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
752,Columbus,IN,ME,63000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
753,Hawesville,KY,CHE,59000,"('Hawesville', 'KY')",37.9000554,-86.754988,Hancock
754,Midland,MI,CHE,66228,"('Midland', 'MI')",43.6155825,-84.2472116,Midland
755,Freeport,TX,ME,68000,"('Freeport', 'TX')",28.9541368,-95.35966169999999,Brazoria
756,Michigan City,IN,ME,52200,"('Michigan City', 'IN')",41.70753939999999,-86.8950297,Laporte
757,Denver,CO,CPE,74000,"('Denver', 'CO')",39.737567,-104.9847179,Denver
758,Richland,WA,CPE,57000,"('Richland', 'WA')",46.2856907,-119.2844621,Benton
759,Madison,WI,CPE,55000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
760,Madison,WI,ME,55000,"('Madison', 'WI')",43.0730517,-89.4012302,Dane
761,Indianapolis,IN,CS,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
762,Indianapolis,IN,ME,45000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
763,Houston,TX,CE,88000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
764,Indianapolis,IN,BE,50000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
765,Martinsville,IN,ME,38000,"('Martinsville', 'IN')",39.42782529999999,-86.4283279,Morgan
766,Chicago,IL,CHE,55800,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
767,Bakersfield,CA,BE,65000,"('Bakersfield', 'CA')",35.3732921,-119.0187125,Kern
768,Kansas City,KS,CS,58000,"('Kansas City', 'KS')",39.114053,-94.6274636,Wyandotte
769,Cincinnati,OH,ME,60000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
770,Cincinnati,OH,ME,60000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
771,Cincinnati,OH,ME,60000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
772,Indianapolis,IN,CE,47840,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
773,Santa Barbara,CA,CPE,85000,"('Santa Barbara', 'CA')",34.4208305,-119.6981901,Santa Barbara
774,Decatur,IL,CE,54000,"('Decatur', 'IL')",39.8403147,-88.9548001,Macon
775,Carmichaels,PA,CE,50400,"('Carmichaels', 'PA')",39.89674249999999,-79.9744992,Greene
776,Rock Springs,WY,CHE,50400,"('Rock Springs', 'WY')",41.58746439999999,-109.2029043,Sweetwater
777,Hobbs,NM,CHE,50400,"('Hobbs', 'NM')",32.7026116,-103.1360403,Lea
778,Duncan,OK,ME,56800,"('Duncan', 'OK')",34.5023028,-97.9578128,Stephens
779,Grand Junction,CO,ME,50400,"('Grand Junction', 'CO')",39.0638705,-108.5506486,Mesa
780,Dallas,TX,ME,50000,"('Dallas', 'TX')",32.7801399,-96.80045109999999,Dallas
781,Indianapolis,IN,CE,48000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
782,Phoenix,AZ,CE,54000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
783,Indianapolis,IN,CE,50400,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
784,Idaho Falls,ID,MA,54000,"('Idaho Falls', 'ID')",43.49165139999999,-112.0339645,Bonneville
785,Indianapolis,IN,ME,63000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
786,Indianapolis,IN,CS,45000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
787,Hudson,MA,CHE,65800,"('Hudson', 'MA')",42.39173599999999,-71.56613899999999,Middlesex
788,Indianapolis,IN,CS,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
789,Indianapolis,IN,CS,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
790,Indianapolis,IN,CS,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
791,Indianapolis,IN,SE,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
792,Indianapolis,IN,SE,65000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
793,Merrillville,IN,ME,53000,"('Merrillville', 'IN')",41.4828144,-87.33281389999999,Lake
794,Columbus,IN,CE,48000,"('Columbus', 'IN')",39.2014404,-85.9213796,Bartholomew
795,Skillman,NJ,CHE,65000,"('Skillman', 'NJ')",40.4201165,-74.7146817,Somerset
796,Glen??,IL,CHE,61000,"('Glen??', 'IL')",42.0769601,-88.1523157,Cook
797,Florham Park,NJ,EE,80000,"('Florham Park', 'NJ')",40.787878,-74.3882072,Morris
798,Indianapolis,IN,ME,55000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
799,Sterling,VA,EE,70000,"('Sterling', 'VA')",39.0066993,-77.4291298,Loudoun
800,Zeeland,MI,CHE,56000,"('Zeeland', 'MI')",42.8125246,-86.01865099999999,Ottawa
801,Indianapolis,IN,CE,48000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
802,Phoenix,AZ,EE,61000,"('Phoenix', 'AZ')",33.4483771,-112.0740373,Maricopa
803,Redmond,WA,CS,80000,"('Redmond', 'WA')",47.6739881,-122.121512,King
804,Redmond,WA,CS,80000,"('Redmond', 'WA')",47.6739881,-122.121512,King
805,Fairfax,VA,EE,82160,"('Fairfax', 'VA')",38.84622359999999,-77.30637329999999,US
806,Washington,DC,ME,53992,"('Washington', 'DC')",38.90723089999999,-77.0364641,District of Columbia
807,Virginia Beach,VA,MA,55844,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
808,Crane,IN,EE,56500,"('Crane', 'IN')",38.8911588,-86.90389379999999,Martin
809,Virginia Beach,VA,EE,55844,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
810,Virginia Beach,VA,EE,56844,"('Virginia Beach', 'VA')",36.8529263,-75.97798499999999,US
811,Whiting,WI,CHE,64000,"('Whiting', 'WI')",44.4935795,-89.55872920000002,Portage
812,Steven's Point,WI,ME,62000,"(""Steven's Point"", 'WI')",44.52357920000001,-89.574563,Portage
813,Salem,IN,CPE,59000,"('Salem', 'IN')",38.6056131,-86.101089,Washington
814,Cincinnati,OH,CPE,62500,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
815,Orlando,FL,ME,64500,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
816,Bloomington,IN,CPE,56000,"('Bloomington', 'IN')",39.165325,-86.52638569999999,Monroe
817,Fort Meade,MD,EE,56657,"('Fort Meade', 'MD')",39.1137602,-76.7267773,Anne Arundel
818,Toledo,OH,ME,55500,"('Toledo', 'OH')",41.6639383,-83.55521200000001,Lucas
819,Brazil,IN,CHE,65000,"('Brazil', 'IN')",39.523652,-87.1250154,Clay
820,Indianapolis,IN,CE,40000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
821,New Hudson,MI,BE,50000,"('New Hudson', 'MI')",42.5108667,-83.61549470000001,Oakland
822,Indianapolis,IN,CHE,61200,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
823,Cincinnati,OH,CHE,68000,"('Cincinnati', 'OH')",39.1031182,-84.5120196,Hamilton
824,Cape Giradeaux,MO,CHE,62500,"('Cape Giradeaux', 'MO')",37.3058839,-89.51814759999999,Cape Girardeau
825,Indianapolis,IN,ME,59000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
826,Indianapolis,IN,CS,45000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
827,Indianapolis,IN,CE,46280,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
828,Tucson,AZ,EE,67000,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
829,Tucson,AZ,EE,67000,"('Tucson', 'AZ')",32.2217429,-110.926479,Pima
830,Baltimore,MD,CE,54100,"('Baltimore', 'MD')",39.2903848,-76.6121893,US
831,Cedar Rapids,IA,EE,55000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
832,Cedar Rapids,IA,EE,56000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
833,Cedar Rapids,IA,EE,56500,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
834,Cedar Rapids,IA,EE,59000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
835,Cedar Rapids,IA,ME,60000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
836,Cedar Rapids,IA,ME,58000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
837,Cedar Rapids,IA,ME,59000,"('Cedar Rapids', 'IA')",41.9778795,-91.6656232,Linn
838,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
839,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
840,Indianapolis,IN,ME,60000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
841,Indianapolis,IN,CE,44000,"('Indianapolis', 'IN')",39.768403,-86.158068,Marion
842,Chicago,IL,ME,59508,"('Chicago', 'IL')",41.8781136,-87.6297982,Cook
843,Balikpapan,INDONESIA,CHE,57600,"('Balikpapan', 'INDONESIA')",-1.2697669,116.8361715,Balikpapan
844,Conway,AR,CHE,67000,"('Conway', 'AR')",35.0886963,-92.4421011,Faulkner
845,Carmel,IN,CS,53000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
846,Carmel,IN,CS,53000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
847,Orlando,FL,ME,55825,"('Orlando', 'FL')",28.5383355,-81.3792365,Orange
848,Carmel,IN,SE,53000,"('Carmel', 'IN')",39.978371,-86.1180435,Hamilton
849,Jupiter,FL,ME,64000,"('Jupiter', 'FL')",26.9342246,-80.0942087,Palm Beach
850,Mcgregor,TX,ME,66500,"('Mcgregor', 'TX')",31.4440557,-97.4091792,McLennan
851,Mcgregor,TX,ME,66500,"('Mcgregor', 'TX')",31.4440557,-97.4091792,McLennan
852,Houston,TX,ME,60000,"('Houston', 'TX')",29.7601927,-95.36938959999999,Harris
