Indianapolis,IN,ME,59000
,,SE,50000
Chicago,IL,CPE,54000
Chatanooga ,TN,CHE,63000
Morristown,TN,CHE,62000
Murpheesboro,TN,ME,60000
Dover,NJ,ME,60000
Whitehall,MI,ME,65000
Wichita Falls,TX,ME,60000
LaPorte,IN,ME,60000
Whitehall,MI,ME,65000
Whitehall,MI,CHE,66000
Indianapolis,IN,CS,58000
Frankfort,IN,CHE,63000
Clinton,IA,CHE,63000
Indianapolis,IN,CE,47000
,,CHE,46000
Burleson,TX,ME,61000
,,ME,45000
St. Louis,MO,ME,55000
Cincinnati,OH,ME,48000
Indianapolis,IN,ME,47840
Oshkosh,WI,CHE,63000
,MD,SE,73000
St. Paul,MN,ME,59280
Peoria,IL,ME,61800
Peoria,IL,ME,60132
Research Triangle Park,NC,CPE,63750
Raleigh,NC,CPE,62000
Colorado Springs,CO,CHE,66000
Louisville,KY,CS,62500
Louisville,KY,SE,62000
Houston,TX,CHE,80400
Indianapolis,IN,CHE,62400
Indianapolis,IN,CE,50000
,,CHE,63000
,,CHE,63000
,IN,ME,58500
Columbus,IN,ME,58500
Columbus,IN,ME,58500
Columbus,IN,ME,63000
,,ME,58500
,,CHE,50500
,,ME,66000
Hawesville,KY,CHE,59000
Midland,MI,CHE,66228
Freeport,TX,ME,68000
Michigan City,IN,ME,52200
Denver,CO,CPE,74000
Richland,WA,CPE,57000
Madison,WI,CPE,55000
,,ME,60000
Madison,WI,ME,55000
Indianapolis,in,CS,55000
Indianapolis,IN,ME,45000
Houston,TX,CE,88000
Indianapolis,IN,BE,50000
Martinsville,IN,ME,38000
Chicago,IL,CHE,55800
Bakersfield,CA,BE,65000
Kansas City,KS,CS,58000
Cincinnati,OH,ME,60000
Cincinnati,OH,ME,60000
Cincinnati,OH,ME,60000
,,ME,42900
Indianapolis,IN,CE,47840
Santa Barbara,CA,CPE,85000
Decatur,IL,CE,54000
Carmichaels,PA,CE,50400
Rock Springs,WY,CHE,50400
Hobbs,NM,CHE,50400
Duncan,ok,ME,56800
Grand Junction,CO,ME,50400
Dallas,TX,ME,50000
Indianapolis,IN,CE,48000
,,ME,45000
Phoenix,AZ,CE,54000
Indianapolis,IN,CE,50400
Idaho Falls,ID,MA,54000
Indianapolis,IN,ME,63000
Indianapolis,IN,CS,45000
,,EE,65000
Hudson,MA,CHE,65800
Indianapolis,IN,CS,65000
Indianapolis,IN,CS,65000
Indianapolis,IN,CS,65000
Indianapolis,IN,SE,65000
Indianapolis,IN,SE,65000
Merrillville,IN,ME,53000
Columbus,IN,CE,48000
Skillman,NJ,CHE,65000
Glen??,IL,CHE,61000
Florham Park,NJ,EE,80000
Indianapolis,IN,ME,55000
Sterling,VA,EE,70000
Zeeland,MI,CHE,56000
Indianapolis,IN,CE,48000
Phoenix ,AZ,EE,61000
Redmond,WA,CS,80000
Redmond,WA,CS,80000
,,CHE,71500
,,CHE,71500
,,CHE,71500
,,CHE,71000
,,CHE,55000
,,EE,55000
Farifax,VA,EE,82160
Washington,DC,ME,53992
,,EE,55000
Virginia Beach,VA,MA,55844
Crane,IN,EE,56500
Virginia Beach,VA,EE,55844
Virginia Beach,VA,EE,56844
,,SE,55600
,,EE,58500
Whiting,WI,CHE,64000
"Steven’s Point, ",WI,ME,62000
Salem,IN,CPE,59000
,,CS,59000
Cincinnati,OH,CPE,62500
Orlando,FL,ME,64500
,NJ,OE,72500
Bloomington,IN,CPE,56000
Ft. Meade,MD,EE,56657
,,EE,56657
,,CHE,55500
Toledo,OH,ME,55500
Brazil,IN,CHE,65000
Indianapolis,IN,CE,40000
New Hudson,MI,BE,50000
Indianapolis,IN,CHE,61200
Cincinnati,OH,CHE,68000
Cape Giradeaux,MO,CHE,62500
Indianapolis,IN,ME,59000
Indianapolis,IN,CS,45000
Indianapolis,IN,CE,46280
Tucson,AZ,EE,67000
Tucson,AZ,EE,67000
Baltimore,MD,CE,54100
Cedar Rapids,IA,EE,55000
Cedar Rapids,IA,EE,56000
Cedar Rapids,IA,EE,56500
Cedar Rapids,IA,EE,59000
Cedar Rapids,IA,ME,60000
Cedar Rapids,IA,ME,58000
Cedar Rapids,IA,ME,59000
Indianapolis,IN,ME,60000
Indianapolis,in,ME,60000
Indianapolis,IN,ME,60000
Indianapolis,IN,CE,44000
Chicago,IL,ME,59508
Balikpapan,Indonesia,CHE,57600
Conway,AR,CHE,67000
Carmel,IN,CS,53000
Carmel,IN,CS,53000
Orlando,FL,ME,55825
Carmel,IN,SE,53000
Jupiter,FL,ME,64000
McGregor,TX,ME,66500
McGregor,TX,ME,66500
Houston,TX,ME,60000
Athens,OH,ME,50000
Dallas,TX,CPE,62100
Dallas,TX,EE,62100
Dallas,TX,EE,65040
Dallas,TX,ME,60000
