Dallas,TX,ME,65000
Richland,MI,ME,52000
Terre Haute,IN,ME,55000
Danville,IL,ME,63000
Canton,OH,ME,57480
Terre Haute,IN,CHE,63500
Indianapolis,IN,CE,50443
Louisville,KY,AB,24500
Chicago,IL,CHE,66000
Jamestown,KY,CE,44176
Boston,MA,SE,56400
Tampa,FL,ME,45000
,OH,ME,59000
Houston,TX,CHE,64000
Farmington Hills,MI,SE,55000
Cedar Rapids,IA,CHE,63000
Decatur,IL,CHE,63000
Frankfort,IN,ME,59004
Dayton,OH,EE,42000
Merrillville,IN,ME,53000
Indianapolis,IN,BE,65000
Cleveland,OH,ME,57500
Cleveland,OH,ME,58000
Indianapolis,IN,CPE,62000
Indianapolis,in,EE,62000
Northbrook,IL,MA ,52000
Northbrook,IL,MA/ECON,54750
Boulder,CO,SE,55000
Indianapolis,IN,CE,57192
Indianapolis,IN,CS,58000
Indianapolis,IN,SE,56000
Riverdale,IL,ME,59800
Fosteria,OH,CHE,63000
Memphis,TN,CHE,63000
Marshall,MN,CHE,63000
Austin,TX,CPE,59000
Indianapolis,IN,BE,59000
Indianapolis,IN,ME,59000
,,ME,60000
Osh Kosh,WI,CHE,63500
Pittsburgh,PA,EE,59500
Charleston,SC,ME,58800
Greenfield,IN,ME,53000
Carmel,IN,SE,42000
Carmel,IN,SE,42000
Spartanburg,SC,EE,57000
Spencer,IN,BE,55000
St. Paul,MN,CPE,62400
St. Paul,MN,EE,62500
Kansas City,MO,CHE,54500
Kansas City,MO,CHE,56000
Kansas City,MO,CHE,61000
Kansas City,MO,ME,50500
Kansas City,MO,ME,50500
Chicago,IL,ME,63000
Mossville,IL,CPE,61500
Peoria,IL,CPE,65600
Peoria,IL,ME,61500
Houston,TX,ME,74400
Terre Haute,IN,ME,78000
,,che,54000
Crane,IN,OE,53000
Columbus,IN,CPE,59000
Columbus,IN,ME,58500
Columbus,IN,ME,58500
Columbus,IN,ME,58500
Minster,OH,CHE,55000
Houston,TX,ME,58500
Kokomo,IN,CPE,60500
Indianapolis,IN,CHE,60000
Indianapolis,IN,ME,60000
Midland,MI,CHE,62500
,,che,63000
Midland,MI,CHE,67512
,,EE,49000
Edwardsport,IN,EE,59000
,,EE,59130
O'Fallon,IL,EE,60000
,,EE,60000
various,,ME,60000
O'Fallon,IL,ME,60000
,,CHE,55000
Madison,WI,CPE,63000
Madison,WI,CS,60000
Madison,WI,SE,65000
Indianapolis,IN,SE,44000
Houston,TX,ME,63000
Beaumont,TX,EE,92000
Fairfax,VA,CE,87000
Houston,TX,CHE,87000
Houston,TX,CHE,89000
Houston,TX,EE,88000
Fairfax,VA,ME,87000
Houston,TX,ME,88000
Los Angeles,CA,CE,65000
Bakersfield,CA,CPE,65000
Olathe,KS,CPE,58000
Olathe,KS,EE,58000
Terre Haute,IN,CE,48000
Cincinnati,OH,ME,61000
Louisville,KY,ME,59500
Marshall,TX,CHE,60000
Highland Heights,KY,EE,62000
Indianapolis,IN,ME,60000
Knoxville,TN,CE,48000
Buffalo Grove,IL,ME,40000
Pampa,TX,CHE,50000
Odessa,TX,ME,56400
Batesville,IN,BE,52000
Indianapolis,IN,CHE,50086
Chicago,IL,CHE,66000
Chicago,IL,CHE,66000
Westford,MA,SE,68000
,,ME,58000
Lexington ,KY,ME,58000
Indianapolis,IN,CS,65000
Indianapolis,IN,CS,65500
Indianapolis,IN,SE,65000
Pittsburgh,PA,OE,54000
Milford,OH,ME,56160
,NJ,CHE,64500
Baltimore,MD,CE,50100
Vero Beach,FL,CE,50000
Vero Beach,FL,CE,50000
Lexington,KY,CPE,65000
Lexington,KY,ME,60000
Lexington,KY,ME,60000
Warsau,WI,CS,53000
Coopersburg,PA,CPE,62000
,,EE,62000
Findlay,OH,CE,73000
Garyville,LA,CHE,77000
Robinson,IL,CHE,77000
,,EE,68000
Indianapolis,IN,CE,54000
Indianapolis,IN,CE,54000
Norfolk,VA,CE,53500
Walnut Creek,CA,CE,54080
Indianapolis,IN,EE,56500
Austin,TX,CPE,60000
Austin,TX,CPE,62000
Virgina Beach,VA,CPE,54879
Wickliffe,KY,CHE,64000
Pittsburgh,PA,CE,49800
West Terre Haute,IN,CHE,59500
Baltimore,MD,EE,64000
Baltimore,MD,CPE,63000
Woodland Hills,CA,ME,66780
Baltimore,MD,CPE,61200
Cincinnati,OH,SE,63700
Baltimore,MD,CPE,63600
Crane,IN,EE,53012
Crane,IN,ME,48960
Crane,IN,ME,54879
Crane,IN,OE,54875
Virgina Beach,VA,CPE,54500
Virgina Beach,VA,CPE,54800
Virgina Beach,VA,CPE,54000
Waterloo ,IN,CE,44000
,RI,EE,63000
Fishers,IN,CPE,52000
Indianapolis,IN,BE,50000
Jupiter,FL,ME,64000
Jupiter,FL,ME,64000
Jupiter,FL,ME,64000
Avenel,NJ,CHE,64500
Alexandria,LA,EE,63000
Cincinnati,OH,ME,63000
Jupiter,FL,ME,64000
Indianapolis,IN,CPE,57700
Ft. Wayne,IN,CPE,58500
Ft. Wayne,IN,EE,58800
Indianapolis,IN,EE,64000
Ft. Wayne,IN,ME,59800
Tucson,AZ,ME,62000
Woburn,MA,ME,64000
Tucson,AZ,ME,62950
Ft. Wayne,IN,CPE,58500
Indianapolis,IN,ME,59000
Indianapolis,IN,SE,55000
Chicago,IL,CPE,63000
Chicago,IL,ME,60000
Tucson,AZ,EE,69900
Cedar Rapids,IA,EE,59600
Cedar Rapids,IA,CPE,55500
Cedar Rapids,IA,SE,57500
Indianapolis,IN,ME,58500
Indianapolis,IN,ME,58500
Indianapolis,IN,CE,48000
Indianapolis,IN,CE,48000
Shippensburg,PA,BE,55000
Baltimore,MD,EE,57000
Carmel,IN,SE,54500
Orlando,FL,ME,54323
Miami,FL,ME,53575
Orlanda,FL,ME,56575
Houston,TX,ME,58000
Terre Haute,IN,CPE,48000
Carmel,IN,CS,53000
San Diego,CA,ME,64000
San Antonio ,TX,ME,58000
San Antonio ,TX,CPE,60000
San Antonio,TX,EE,58500
San Antonio,TX,MA,58000
,NY,ME,60000
Indianapolis,IN,BE,63500
,,ME,60000
Columbus,IN,CHE,51500
Mahwah,NJ,BE,62000
Athens,OH,EP,50000
San Antonio,TX,CPE,59000
San Antonio,TX,SE,58500
Decatur,IL,CHE,64000
Bloomington,IN,EE,56000
Kansas City,MO,EE,52000
,,EE,60000
Houston,TX,EE,61200
Dallas,TX,EE,65000
Indianapolis,in,CPE,55000
,,ME,57360
Erlanger,KY,ME,54000
various,,ME,55000
Erlanger,KY,ME,55000
Erlanger,KY,ME,55000
Houston,TX,ME,56659
Des Plaines,IL,CHE,66000
Pittsburgh,PA,ME,57600
Houston,TX,ME,62000
Pittsburgh,PA,CE,52000
Michigan City,IN,ME,60000
Pittsburgh ,,ME,63900
Wright Patterson AFB ,OH,ME,43521
Farmington Hills,MI,SE,50000
Cincinnati,OH,CS,63800
Chicago,IL,CS,65000
